icd_9,label_index,test_gold_support,scope,ngram_rank,ngram,n_notes_peaking_here,mean_attention,max_attention
753.17,159,1,all_test,1,mg m2 day cycle,10,0.00696,0.00836
753.17,159,1,all_test,2,cardiomyopathy repeat tte showed,7,0.00557,0.00557
753.17,159,1,all_test,3,rhinitis arthritis knee p,7,0.00254,0.00254
753.17,159,1,all_test,4,normal pressure hydrocephalus cad,7,0.00185,0.00185
753.17,159,1,all_test,5,mi arrhythmia cardiomyopathy sudden,7,0.00172,0.00214
753.17,159,1,all_test,6,pain felt due gallstone,7,0.00124,0.00124
753.17,159,1,all_test,7,medical hypertension bicuspid aortic,6,0.01521,0.01521
753.17,159,1,all_test,8,ventricular tachycardia digoxin level,6,0.00784,0.00784
753.17,159,1,all_test,9,report p biventricular icd,6,0.00706,0.00706
753.17,159,1,all_test,10,170s alternating sinus tach,6,0.00385,0.00385
753.17,159,1,gold_notes,1,physical exam vitals p,1,0.00331,0.00331
193,161,1,all_test,1,tablet delayed release e,114,0.00188,0.00375
193,161,1,all_test,2,delayed release e c,104,0.0018,0.00288
193,161,1,all_test,3,release e c sig,68,0.0017,0.00326
193,161,1,all_test,4,e c sig tablet,63,0.00188,0.00628
193,161,1,all_test,5,c sig tablet delayed,56,0.00192,0.00294
193,161,1,all_test,6,sig tablet delayed release,53,0.002,0.00441
193,161,1,all_test,7,release e c po,40,0.00184,0.00377
193,161,1,all_test,8,mg tablet delayed release,32,0.00199,0.00338
193,161,1,all_test,9,capsule delayed release e,25,0.00225,0.00704
193,161,1,all_test,10,sig capsule delayed release,23,0.00173,0.00358
193,161,1,gold_notes,1,woman cervical cancer stage,1,0.00123,0.00123
564.89,162,1,all_test,1,delayed release e c,132,0.00281,0.01076
564.89,162,1,all_test,2,tablet delayed release e,95,0.00296,0.00605
564.89,162,1,all_test,3,sig tablet delayed release,71,0.00346,0.00684
564.89,162,1,all_test,4,release e c sig,71,0.00269,0.00566
564.89,162,1,all_test,5,release e c po,45,0.0036,0.00829
564.89,162,1,all_test,6,c sig tablet delayed,44,0.0034,0.00673
564.89,162,1,all_test,7,e c sig tablet,41,0.00306,0.00467
564.89,162,1,all_test,8,e c po daily,24,0.00332,0.00708
564.89,162,1,all_test,9,mg tablet delayed release,24,0.00294,0.00481
564.89,162,1,all_test,10,e c sig capsule,24,0.0024,0.00437
564.89,162,1,gold_notes,1,m known lastname longstanding,1,0.00215,0.00215
746.85,166,1,all_test,1,present illness year old,14,0.00519,0.01556
746.85,166,1,all_test,2,nutritious food option high,14,0.00358,0.00604
746.85,166,1,all_test,3,multiple dose dose escalation,12,0.01265,0.01434
746.85,166,1,all_test,4,known lastname year old,8,0.0061,0.01344
746.85,166,1,all_test,5,cardiac review system notable,8,0.00174,0.002
746.85,166,1,all_test,6,status post allogeneic transplant,7,0.00834,0.00834
746.85,166,1,all_test,7,vanc changed dapto vre,7,0.0047,0.0047
746.85,166,1,all_test,8,bronchoscopy endoscopy nasal packing,7,0.00405,0.00405
746.85,166,1,all_test,9,condition mental status clear,7,0.00297,0.00393
746.85,166,1,all_test,10,pseudocyst peripancreatic fluid consistent,7,0.00217,0.00217
746.85,166,1,gold_notes,1,transferred floor pod cleared,1,0.00334,0.00334
172.9,167,1,all_test,1,tolerated procedure well post,9,0.00527,0.00932
172.9,167,1,all_test,2,overall tolerated procedure well,8,0.00564,0.00998
172.9,167,1,all_test,3,major surgical invasive procedure,8,0.00303,0.00575
172.9,167,1,all_test,4,drug attending name3 lf,8,0.00236,0.00317
172.9,167,1,all_test,5,perforated small bowel small,7,0.00612,0.00612
172.9,167,1,all_test,6,developed shock liver probable,7,0.00495,0.00495
172.9,167,1,all_test,7,marrow underwent reinduction achieved,7,0.00407,0.00407
172.9,167,1,all_test,8,culture came back coag,7,0.00222,0.00222
172.9,167,1,all_test,9,drug reaction attending name3,7,0.00184,0.00212
172.9,167,1,all_test,10,exploratory laparotomy small bowel,6,0.0205,0.0205
172.9,167,1,gold_notes,1,wbc vial wbc another,1,0.00751,0.00751
451.83,170,1,all_test,1,tablet delayed release e,50,0.00273,0.0046
451.83,170,1,all_test,2,delayed release e c,42,0.00278,0.00393
451.83,170,1,all_test,3,sig tablet delayed release,33,0.00266,0.00533
451.83,170,1,all_test,4,e c sig tablet,21,0.00297,0.00493
451.83,170,1,all_test,5,release e c sig,17,0.00249,0.00359
451.83,170,1,all_test,6,negative cardiac review system,16,0.00261,0.00414
451.83,170,1,all_test,7,e c po daily,12,0.0026,0.0038
451.83,170,1,all_test,8,study mdx patient cd19,11,0.00382,0.00419
451.83,170,1,all_test,9,capsule delayed release e,11,0.00225,0.00417
451.83,170,1,all_test,10,c sig tablet delayed,10,0.0031,0.00403
451.83,170,1,gold_notes,1,pancreatic cystic lesion head,1,0.00658,0.00658
701.1,178,1,all_test,1,major surgical invasive procedure,19,0.00277,0.00608
701.1,178,1,all_test,2,negative cardiac review system,17,0.00164,0.00287
701.1,178,1,all_test,3,system negative cardiac review,8,0.00189,0.00284
701.1,178,1,all_test,4,necrotic perforated small bowel,7,0.00226,0.00226
701.1,178,1,all_test,5,gi consulted management pancreatitis,7,0.00215,0.00215
701.1,178,1,all_test,6,drug reaction attending name3,7,0.00208,0.00389
701.1,178,1,all_test,7,unable tolerate arac due,7,0.00205,0.00205
701.1,178,1,all_test,8,caucasian male appering comfortable,7,0.00161,0.00161
701.1,178,1,all_test,9,procedure bentall procedure 27mm,6,0.00452,0.00452
701.1,178,1,all_test,10,npo bun creatinine peaked,6,0.0044,0.0044
701.1,178,1,gold_notes,1,disposition home facility homecare,1,0.00185,0.00185
333.6,184,1,all_test,1,biochemical recurrence status post,9,0.01711,0.02457
333.6,184,1,all_test,2,delayed release e c,9,0.00317,0.00401
333.6,184,1,all_test,3,tah bso fibroid social,8,0.08075,0.11331
333.6,184,1,all_test,4,l r tkr social,7,0.03569,0.03569
333.6,184,1,all_test,5,using inhaler home p,7,0.00917,0.00919
333.6,184,1,all_test,6,cancer brain mets 80y,7,0.00651,0.00651
333.6,184,1,all_test,7,abdominal pain felt due,7,0.00388,0.00388
333.6,184,1,all_test,8,cm abdominal aortic aneurysm,6,0.04183,0.04183
333.6,184,1,all_test,9,yr l sided hernia,6,0.03868,0.03873
333.6,184,1,all_test,10,surgical evaluation medical hypertension,6,0.03137,0.03137
333.6,184,1,gold_notes,1,nsg home social life,1,0.00282,0.00282
153.6,207,1,all_test,1,non contributory physical exam,9,0.00386,0.00793
153.6,207,1,all_test,2,consciousness alert interactive activity,9,0.00217,0.00271
153.6,207,1,all_test,3,post radical prostatectomy dr,9,0.00192,0.00203
153.6,207,1,all_test,4,instruction expired completed,8,0.00377,0.00718
153.6,207,1,all_test,5,level consciousness alert interactive,8,0.00212,0.00269
153.6,207,1,all_test,6,physical exam pulse resp,8,0.00164,0.00174
153.6,207,1,all_test,7,physical exam awake alert,7,0.0029,0.00486
153.6,207,1,all_test,8,physical exam physical exam,7,0.00263,0.00418
153.6,207,1,all_test,9,unresponsive palpable pulse time,7,0.00189,0.00189
153.6,207,1,all_test,10,diabetes least paternal aunt,7,0.00178,0.00178
153.6,207,1,gold_notes,1,adenoma colon fibrous obliteration,1,0.00257,0.00257
441.1,208,1,all_test,1,dose escalation study mdx,14,0.00923,0.01182
441.1,208,1,all_test,2,condition alert oriented x3,13,0.0035,0.0046
441.1,208,1,all_test,3,unasyn 3g iv q6h,7,0.00422,0.00422
441.1,208,1,all_test,4,old woman status post,7,0.00352,0.00352
441.1,208,1,all_test,5,social life wife house,7,0.00343,0.00343
441.1,208,1,all_test,6,resection tracheostomy vac placement,7,0.00218,0.00218
441.1,208,1,all_test,7,social married primary caretaker,6,0.01104,0.01104
441.1,208,1,all_test,8,diagnosed right lobe hepatocellular,6,0.00932,0.00932
441.1,208,1,all_test,9,docetaxel fu prostate cancer,6,0.0064,0.00641
441.1,208,1,all_test,10,cause severe anxiety social,6,0.00531,0.00531
441.1,208,1,gold_notes,1,ulcer dm neuropathy vasculopathy,1,0.00689,0.00689
705.83,210,1,all_test,1,positive squamous cell carcinoma,12,0.0059,0.00707
705.83,210,1,all_test,2,physical exam physical exam,8,0.01,0.01433
705.83,210,1,all_test,3,r tkr social life,7,0.00759,0.00759
705.83,210,1,all_test,4,multiple dose dose escalation,7,0.00396,0.00398
705.83,210,1,all_test,5,heent sclerae anciteric p,7,0.00374,0.00374
705.83,210,1,all_test,6,repeat tte showed improvement,7,0.00317,0.00317
705.83,210,1,all_test,7,home p ruptured appendix,7,0.00287,0.00287
705.83,210,1,all_test,8,valve aortic insuffiency newly,6,0.01534,0.01535
705.83,210,1,all_test,9,cell arteritis cad psh,6,0.0153,0.0153
705.83,210,1,all_test,10,high dose steroid throughout,6,0.00931,0.00931
705.83,210,1,gold_notes,1,ago pvd htn gerd,1,0.00216,0.00216
62.5,215,1,all_test,1,study mdx patient cd19,9,0.00781,0.00873
62.5,215,1,all_test,2,tablet delayed release e,8,0.00348,0.0049
62.5,215,1,all_test,3,arrhythmia cardiomyopathy sudden cardiac,8,0.00264,0.00317
62.5,215,1,all_test,4,knee p l r,7,0.01532,0.01532
62.5,215,1,all_test,5,recurrence status post dli,7,0.01517,0.01517
62.5,215,1,all_test,6,induced using inhaler home,7,0.00593,0.00593
62.5,215,1,all_test,7,collection pseudocyst peripancreatic fluid,7,0.00506,0.00506
62.5,215,1,all_test,8,antibody negative x2 since,6,0.02648,0.02648
62.5,215,1,all_test,9,valve aortic insuffiency newly,6,0.01782,0.01782
62.5,215,1,all_test,10,persistence biliary stricture brushing,6,0.01533,0.01533
62.5,215,1,gold_notes,1,exam physical exam ra,1,0.03345,0.03345
747.21,225,1,all_test,1,present illness year old,27,0.00418,0.00934
747.21,225,1,all_test,2,food option high fiber,16,0.00456,0.00662
747.21,225,1,all_test,3,multiple dose dose escalation,11,0.01874,0.02195
747.21,225,1,all_test,4,illness year old female,11,0.00298,0.00542
747.21,225,1,all_test,5,lastname year old woman,9,0.00445,0.00823
747.21,225,1,all_test,6,illness year old male,9,0.00323,0.00543
747.21,225,1,all_test,7,syndrome pernicious anemia social,8,0.00981,0.01151
747.21,225,1,all_test,8,oriented x3 nonfocal ambulating,8,0.00254,0.00391
747.21,225,1,all_test,9,tablet sig tablet po,8,0.00203,0.00388
747.21,225,1,all_test,10,none present illness yo,7,0.00682,0.01075
747.21,225,1,gold_notes,1,tissue disorder feature lupus,1,0.00365,0.00365
695.4,228,1,all_test,1,may resume sexual activity,37,0.00239,0.0043
695.4,228,1,all_test,2,surgeon look incision daily,20,0.00149,0.00323
695.4,228,1,all_test,3,tablet sig tablet po,13,0.00133,0.0023
695.4,228,1,all_test,4,interactive activity status ambulatory,12,0.00175,0.00272
695.4,228,1,all_test,5,swimming cleared surgeon look,12,0.00138,0.0018
695.4,228,1,all_test,6,maintain strength assist wound,11,0.00192,0.00314
695.4,228,1,all_test,7,incision daily redness drainage,11,0.00128,0.00144
695.4,228,1,all_test,8,bath swimming cleared surgeon,10,0.00142,0.00206
695.4,228,1,all_test,9,hgb hct mcv mch,9,0.0023,0.0039
695.4,228,1,all_test,10,mg tablet sig tablet,9,0.00213,0.00349
695.4,228,1,gold_notes,1,doctor house previously lived,1,0.00254,0.00254
759.6,231,1,all_test,1,cycle bendamustine mg m2,10,0.0039,0.00496
759.6,231,1,all_test,2,cardiac death otherwise non,10,0.00268,0.00765
759.6,231,1,all_test,3,reaction attending name3 lf,10,0.00228,0.00264
759.6,231,1,all_test,4,cardiomyopathy repeat tte showed,7,0.00606,0.00606
759.6,231,1,all_test,5,present illness year old,7,0.00338,0.0043
759.6,231,1,all_test,6,hydrocephalus cad htn diabetes,7,0.00273,0.00273
759.6,231,1,all_test,7,ascites portal hypertension varix,7,0.00172,0.00172
759.6,231,1,all_test,8,v gen deconditioned overweight,7,0.00155,0.00155
759.6,231,1,all_test,9,surgical evaluation medical hypertension,6,0.01398,0.01398
759.6,231,1,all_test,10,ef report p biventricular,6,0.00593,0.00593
759.6,231,1,gold_notes,1,connecting mass origin distal,1,0.00321,0.00321
259.2,232,1,all_test,1,blurring double vision half,11,0.00352,0.00407
259.2,232,1,all_test,2,mg tablet sig tablet,10,0.00118,0.00145
259.2,232,1,all_test,3,blood pressure ecg performed,7,0.00254,0.00254
259.2,232,1,all_test,4,empty drain frequently record,7,0.00185,0.00202
259.2,232,1,all_test,5,related recent lumbar puncture,7,0.00183,0.00184
259.2,232,1,all_test,6,status waxing doctor duration,7,0.00177,0.00177
259.2,232,1,all_test,7,pacing wire discontinued pod,6,0.00252,0.00252
259.2,232,1,all_test,8,stable condition maintained stable,6,0.00251,0.00251
259.2,232,1,all_test,9,rituxan cycle r chop,6,0.00207,0.00228
259.2,232,1,all_test,10,evacuation hematoma observed active,6,0.00195,0.00195
259.2,232,1,gold_notes,1,flushing sinus tach 120,1,0.00152,0.00152
702.8,237,1,all_test,1,dr stitle biochemical recurrence,12,0.01309,0.01436
702.8,237,1,all_test,2,physical exam physical exam,9,0.03998,0.05517
702.8,237,1,all_test,3,social mr known lastname,9,0.03341,0.03405
702.8,237,1,all_test,4,p mi p stent,8,0.01775,0.01928
702.8,237,1,all_test,5,life alone occupation retired,8,0.00758,0.0079
702.8,237,1,all_test,6,delayed release e c,8,0.00393,0.00637
702.8,237,1,all_test,7,tkr social life wife,7,0.0683,0.0683
702.8,237,1,all_test,8,non contributory physical exam,7,0.03291,0.05121
702.8,237,1,all_test,9,home p ruptured appendix,7,0.00799,0.00801
702.8,237,1,all_test,10,label multiple dose dose,7,0.00742,0.00844
702.8,237,1,gold_notes,1,psh ccy tah bso,1,0.07489,0.07489
437.5,241,1,all_test,1,delayed release e c,239,0.00736,0.02408
437.5,241,1,all_test,2,tablet delayed release e,178,0.00767,0.01742
437.5,241,1,all_test,3,release e c sig,126,0.0061,0.01813
437.5,241,1,all_test,4,c sig tablet delayed,102,0.00699,0.01843
437.5,241,1,all_test,5,sig tablet delayed release,95,0.00827,0.02006
437.5,241,1,all_test,6,release e c po,87,0.00881,0.01789
437.5,241,1,all_test,7,e c sig tablet,72,0.00745,0.01734
437.5,241,1,all_test,8,capsule delayed release e,70,0.00627,0.0194
437.5,241,1,all_test,9,e c po daily,49,0.00881,0.02285
437.5,241,1,all_test,10,c sig capsule delayed,36,0.00537,0.01061
437.5,241,1,gold_notes,1,drug reaction attending name3,1,0.00311,0.00311
751.62,247,1,all_test,1,non contributory physical exam,12,0.00938,0.01983
751.62,247,1,all_test,2,social life wife child,7,0.00798,0.00798
751.62,247,1,all_test,3,sclerae anciteric p clear,7,0.00393,0.00393
751.62,247,1,all_test,4,radiation anti thymoglobulin complicated,7,0.00345,0.00345
751.62,247,1,all_test,5,negative staph bacteremia left,7,0.00234,0.00234
751.62,247,1,all_test,6,repair depression r knee,6,0.00874,0.00901
751.62,247,1,all_test,7,social pack year tobacco,6,0.00701,0.00701
751.62,247,1,all_test,8,due risk fall hematuria,6,0.00511,0.00511
751.62,247,1,all_test,9,status clear coherent level,6,0.00466,0.00477
751.62,247,1,all_test,10,recurrent c difficile infection,6,0.00446,0.00446
751.62,247,1,gold_notes,1,denies illicits father aunt,1,0.00518,0.00518
333.92,259,1,all_test,1,tablet delayed release e,22,0.00472,0.00868
333.92,259,1,all_test,2,delayed release e c,17,0.00354,0.00535
333.92,259,1,all_test,3,cycle bendamustine mg m2,14,0.0128,0.01556
333.92,259,1,all_test,4,sig tablet delayed release,14,0.00422,0.00701
333.92,259,1,all_test,5,mg tablet delayed release,11,0.00539,0.0083
333.92,259,1,all_test,6,c sig tablet delayed,10,0.00413,0.00584
333.92,259,1,all_test,7,release e c sig,10,0.0033,0.00494
333.92,259,1,all_test,8,illness year old female,9,0.01505,0.03117
333.92,259,1,all_test,9,e c sig tablet,9,0.00394,0.00555
333.92,259,1,all_test,10,global free wall hypokinesis,9,0.00382,0.00413
333.92,259,1,gold_notes,1,mg hospital1 sinemet tid,1,0.00875,0.00875
728.71,266,1,all_test,1,stitle biochemical recurrence status,12,0.00626,0.00665
728.71,266,1,all_test,2,present illness year old,8,0.0099,0.01046
728.71,266,1,all_test,3,physical exam physical exam,8,0.00388,0.0071
728.71,266,1,all_test,4,social life wife child,7,0.00382,0.00382
728.71,266,1,all_test,5,h psychogenic polydipsia h,7,0.00376,0.00431
728.71,266,1,all_test,6,consciousness alert interactive activity,7,0.00343,0.00534
728.71,266,1,all_test,7,puncture vps infectious pachymeningitis,7,0.00321,0.00321
728.71,266,1,all_test,8,prostate cancer hypertension diabetes,7,0.00321,0.00321
728.71,266,1,all_test,9,l brownish fluid drained,7,0.00139,0.00139
728.71,266,1,all_test,10,ablation psurghx r le,6,0.0156,0.0156
728.71,266,1,gold_notes,1,valve replacement aortic root,1,0.00485,0.00485
282.60,267,1,all_test,1,present illness year old,9,0.02327,0.03034
282.60,267,1,all_test,2,stitle biochemical recurrence status,9,0.01984,0.02177
282.60,267,1,all_test,3,knee p l r,7,0.02914,0.02914
282.60,267,1,all_test,4,repeat tte showed improvement,7,0.02724,0.02724
282.60,267,1,all_test,5,bicuspid aortic valve aortic,7,0.02395,0.02693
282.60,267,1,all_test,6,induced using inhaler home,7,0.00594,0.00594
282.60,267,1,all_test,7,admitted medical unit transferred,7,0.0042,0.0042
282.60,267,1,all_test,8,p tah bso fibroid,6,0.06767,0.09985
282.60,267,1,all_test,9,surgical evaluation medical hypertension,6,0.05436,0.05436
282.60,267,1,all_test,10,renal insufficiency baseline cr,6,0.03926,0.0805
282.60,267,1,gold_notes,1,l mca aneurysm 5mm,1,0.03334,0.03334
747.61,271,1,all_test,1,please shower daily including,26,0.00201,0.00285
747.61,271,1,all_test,2,shower daily including washing,25,0.002,0.00352
747.61,271,1,all_test,3,instruction please shower daily,21,0.00176,0.00273
747.61,271,1,all_test,4,daily including washing incision,14,0.00185,0.00285
747.61,271,1,all_test,5,including washing incision gently,11,0.00212,0.00243
747.61,271,1,all_test,6,blood pressure ecg performed,7,0.00225,0.00225
747.61,271,1,all_test,7,recent lumbar puncture vps,7,0.00218,0.00218
747.61,271,1,all_test,8,hgb hct mcv mch,7,0.00161,0.00202
747.61,271,1,all_test,9,decreased vision right preserved,7,0.0016,0.0016
747.61,271,1,all_test,10,bowel sound ext warm,7,0.00149,0.00149
747.61,271,1,gold_notes,1,infection soft tissue infection,1,0.00113,0.00113
756.83,277,1,all_test,1,bendamustine mg m2 day,10,0.01774,0.02098
756.83,277,1,all_test,2,mb mb indx ctropnt,9,0.00799,0.00974
756.83,277,1,all_test,3,cardiomyopathy repeat tte showed,7,0.02705,0.02705
756.83,277,1,all_test,4,beat variability left ventricular,7,0.01022,0.01092
756.83,277,1,all_test,5,cardiomyopathy sudden cardiac death,7,0.00609,0.00841
756.83,277,1,all_test,6,hypotension hospitalization fall dvt,7,0.00505,0.00707
756.83,277,1,all_test,7,nad heent sclerae anciteric,7,0.00367,0.00367
756.83,277,1,all_test,8,rhinitis arthritis knee p,7,0.0034,0.0034
756.83,277,1,all_test,9,episode altered mental status,7,0.00324,0.00324
756.83,277,1,all_test,10,ef mild mr h,6,0.04057,0.04923
756.83,277,1,gold_notes,1,title emergency room immediately,1,0.00144,0.00144
426.6,284,1,all_test,1,medicine allergy recorded known,13,0.00176,0.00255
426.6,284,1,all_test,2,calf pain review system,12,0.00184,0.00332
426.6,284,1,all_test,3,status clear coherent level,9,0.00349,0.00731
426.6,284,1,all_test,4,known allergy drug attending,8,0.00445,0.0153
426.6,284,1,all_test,5,major surgical invasive procedure,8,0.00399,0.00957
426.6,284,1,all_test,6,mental status clear coherent,8,0.00324,0.00359
426.6,284,1,all_test,7,portacath subclavian cvl communication,7,0.00316,0.00316
426.6,284,1,all_test,8,anastomosis leak trache hypothyroid,7,0.00305,0.00305
426.6,284,1,all_test,9,systemic chemotherapy complicated mucositis,7,0.00275,0.00275
426.6,284,1,all_test,10,surgery allergy morphine heparin,7,0.00142,0.00142
426.6,284,1,gold_notes,1,p avr cabg carotid,1,0.00189,0.00189
299.80,287,1,all_test,1,dyspnea exertion paroxysmal nocturnal,8,0.00403,0.00592
299.80,287,1,all_test,2,status post dli subsequent,7,0.00885,0.00885
299.80,287,1,all_test,3,l r tkr social,7,0.00831,0.00831
299.80,287,1,all_test,4,inhaler home p ruptured,7,0.00401,0.00402
299.80,287,1,all_test,5,social life location younger,7,0.00321,0.00382
299.80,287,1,all_test,6,collection pseudocyst peripancreatic fluid,7,0.00212,0.00212
299.80,287,1,all_test,7,gerd restless leg syndrome,6,0.00869,0.00869
299.80,287,1,all_test,8,venous insufficiency social married,6,0.00847,0.00847
299.80,287,1,all_test,9,lap ccy social pack,6,0.00783,0.00783
299.80,287,1,all_test,10,r le angioplasty bilateral,6,0.0076,0.0076
299.80,287,1,gold_notes,1,unemployed denies cigs drug,1,0.00438,0.00438
709.3,290,1,all_test,1,major surgical invasive procedure,34,0.0071,0.02114
709.3,290,1,all_test,2,surgical invasive procedure none,17,0.00432,0.00593
709.3,290,1,all_test,3,tablet delayed release e,13,0.00302,0.0059
709.3,290,1,all_test,4,bendamustine mg m2 day,10,0.0286,0.03141
709.3,290,1,all_test,5,release e c po,10,0.00333,0.00476
709.3,290,1,all_test,6,sig tablet delayed release,9,0.00387,0.00576
709.3,290,1,all_test,7,surgical invasive procedure intubation,8,0.00446,0.00557
709.3,290,1,all_test,8,cardiomyopathy repeat tte showed,7,0.01785,0.01785
709.3,290,1,all_test,9,floor seen surgery recommended,7,0.01521,0.01521
709.3,290,1,all_test,10,procedure well post operatively,7,0.00623,0.0077
709.3,290,1,gold_notes,1,workup hematology recommended bone,1,0.00233,0.00233
753.13,292,1,all_test,1,tablet sig tablet po,44,0.00225,0.00887
753.13,292,1,all_test,2,mg tablet sig tablet,36,0.00259,0.01181
753.13,292,1,all_test,3,sig tablet po daily,19,0.00214,0.0043
753.13,292,1,all_test,4,mg tablet delayed release,17,0.00189,0.00503
753.13,292,1,all_test,5,delayed release e c,13,0.00273,0.00685
753.13,292,1,all_test,6,tablet po daily daily,13,0.00215,0.00354
753.13,292,1,all_test,7,mg tablet tablet mouth,13,0.00198,0.00301
753.13,292,1,all_test,8,release e c sig,13,0.00164,0.00356
753.13,292,1,all_test,9,tablet delayed release e,12,0.00167,0.00234
753.13,292,1,all_test,10,wbc rbc hgb hct,12,0.00156,0.00235
753.13,292,1,gold_notes,1,h polycystic kidney disease,1,0.00227,0.00227
295.20,293,1,all_test,1,condition mental status clear,9,0.01414,0.01759
295.20,293,1,all_test,2,small bowel small bowel,7,0.02394,0.02394
295.20,293,1,all_test,3,pneumonia chronic voriconazole kyperkalemia,7,0.01693,0.02412
295.20,293,1,all_test,4,cell conjunction morphology cytospin,7,0.00788,0.00788
295.20,293,1,all_test,5,ambisome place voriconazole positive,7,0.00489,0.0049
295.20,293,1,all_test,6,year ago recently pound,7,0.00187,0.00187
295.20,293,1,all_test,7,aneurysm repeat echocardiogram showed,6,0.0765,0.08285
295.20,293,1,all_test,8,abdominal aortic aneurysm vulvar,6,0.04134,0.04134
295.20,293,1,all_test,9,significantly dilated aorta referred,6,0.03871,0.03871
295.20,293,1,all_test,10,ccy social pack year,6,0.02987,0.02987
295.20,293,1,gold_notes,1,name14 stitle remained point,1,0.00622,0.00622
748.3,301,1,all_test,1,r chop 1st cycle,14,0.01227,0.01483
748.3,301,1,all_test,2,summer developed evidence relapse,7,0.01348,0.01348
748.3,301,1,all_test,3,hypercalcemia smv thrombosis hepatic,7,0.0045,0.0045
748.3,301,1,all_test,4,car walk block limited,7,0.00317,0.00317
748.3,301,1,all_test,5,transfer unasyn 3g iv,7,0.00194,0.00194
748.3,301,1,all_test,6,nsvt 170s alternating sinus,6,0.00937,0.00937
748.3,301,1,all_test,7,acute onset constant suprapubic,6,0.00845,0.00845
748.3,301,1,all_test,8,pack year tobacco quit,6,0.00836,0.00836
748.3,301,1,all_test,9,embolism month pe known,6,0.00822,0.00822
748.3,301,1,all_test,10,ventricular tachycardia digoxin level,6,0.00654,0.00654
748.3,301,1,gold_notes,1,cervical eso ileal gastrocolic,1,0.00377,0.00377
446.29,302,1,all_test,1,physical exam physical exam,12,0.00218,0.00542
446.29,302,1,all_test,2,non contributory physical exam,10,0.00487,0.01006
446.29,302,1,all_test,3,insufficiency aspergillosis pneumonia chronic,10,0.00156,0.00196
446.29,302,1,all_test,4,prescribed provider mg tablet,8,0.00232,0.00249
446.29,302,1,all_test,5,tablet sig tablet po,8,0.00212,0.00253
446.29,302,1,all_test,6,steady gait incisional pain,8,0.00178,0.00237
446.29,302,1,all_test,7,interactive activity status ambulatory,8,0.00169,0.00173
446.29,302,1,all_test,8,ruptured appendix 20yrs ago,7,0.00175,0.00175
446.29,302,1,all_test,9,status ambulatory independent instruction,7,0.00142,0.00178
446.29,302,1,all_test,10,fluticasone insulin lantus lactulose,7,0.00142,0.00142
446.29,302,1,gold_notes,1,pt interested biopsy derm,1,0.00184,0.00184
349.81,312,1,all_test,1,delayed release e c,193,0.01415,0.03293
349.81,312,1,all_test,2,tablet delayed release e,177,0.01688,0.03503
349.81,312,1,all_test,3,e c sig tablet,119,0.01541,0.03933
349.81,312,1,all_test,4,release e c sig,111,0.01448,0.04011
349.81,312,1,all_test,5,sig tablet delayed release,103,0.01937,0.03235
349.81,312,1,all_test,6,c sig tablet delayed,78,0.01556,0.03121
349.81,312,1,all_test,7,capsule delayed release e,58,0.01072,0.02263
349.81,312,1,all_test,8,release e c po,45,0.01766,0.02882
349.81,312,1,all_test,9,e c sig capsule,33,0.01036,0.01627
349.81,312,1,all_test,10,mg tablet delayed release,28,0.01237,0.02924
349.81,312,1,gold_notes,1,stone p lithotripsy social,1,0.03994,0.03994
742.1,313,1,all_test,1,tablet delayed release e,40,0.01655,0.03751
742.1,313,1,all_test,2,sig tablet delayed release,38,0.01966,0.02893
742.1,313,1,all_test,3,delayed release e c,35,0.01957,0.03322
742.1,313,1,all_test,4,release e c sig,22,0.01795,0.03211
742.1,313,1,all_test,5,c sig tablet delayed,17,0.01425,0.02623
742.1,313,1,all_test,6,e c po daily,15,0.02165,0.02791
742.1,313,1,all_test,7,release e c po,12,0.01875,0.02905
742.1,313,1,all_test,8,e c sig tablet,10,0.01672,0.02734
742.1,313,1,all_test,9,hematuria cad p mi,8,0.01573,0.0163
742.1,313,1,all_test,10,multiple dose dose escalation,8,0.01124,0.01176
742.1,313,1,gold_notes,1,volume bun cr stable,1,0.00337,0.00337
31.0,316,1,all_test,1,transferred cvicu stable condition,12,0.00287,0.00322
31.0,316,1,all_test,2,laparotomy small bowel resection,9,0.00553,0.00735
31.0,316,1,all_test,3,operatively transferred cvicu stable,9,0.0025,0.00389
31.0,316,1,all_test,4,r chop cycle cytoxan,7,0.0044,0.00547
31.0,316,1,all_test,5,evidence relapse received induction,7,0.00403,0.00403
31.0,316,1,all_test,6,cad htn diabetes initially,7,0.00273,0.00273
31.0,316,1,all_test,7,notable alcoholic cirrhosis admitted,7,0.00258,0.00258
31.0,316,1,all_test,8,bile unable cannulated also,7,0.00237,0.00237
31.0,316,1,all_test,9,beat ventricular tachycardia digoxin,6,0.00793,0.00793
31.0,316,1,all_test,10,alternating sinus tach also,6,0.00731,0.00731
31.0,316,1,gold_notes,1,via nasal cannula conserving,1,0.00219,0.00219
590.11,323,1,all_test,1,delayed release e c,209,0.02834,0.05755
590.11,323,1,all_test,2,tablet delayed release e,172,0.02893,0.06006
590.11,323,1,all_test,3,release e c sig,126,0.02668,0.06679
590.11,323,1,all_test,4,sig tablet delayed release,125,0.03595,0.05966
590.11,323,1,all_test,5,c sig tablet delayed,94,0.03256,0.0618
590.11,323,1,all_test,6,e c sig tablet,88,0.0329,0.06184
590.11,323,1,all_test,7,capsule delayed release e,57,0.02014,0.04353
